,allocamt,n_units,li_units,n_0br,n_1br,n_2br,n_3br,n_4br,inc_ceil,low_ceil,ceilunit,yr_pis,yr_alloc,non_prof,basis,bond,mff_ra,fmha_514,fmha_515,fmha_538,home,home_amt,tcap_amt,cdbg,cdbg_amt,fha,hopevi,hpvi_amt,tcep,tcep_amt,rentassist,trgt_pop,trgt_fam,trgt_eld,trgt_dis,trgt_hml,trgt_other,type,credit,n_unitsr,li_unitr,metro,dda,qct
41487,865573.0,60.0,60.0,0.0,60.0,0.0,0.0,0.0,2.0,2.0,0.0,2015,2013.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,60.0,60.0,1.0,2.0,1.0
41488,1435386.0,98.0,98.0,0.0,98.0,0.0,0.0,0.0,2.0,2.0,0.0,2015,2014.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,98.0,98.0,1.0,0.0,1.0
41489,1873148.0,120.0,0.0,0.0,120.0,0.0,0.0,0.0,2.0,2.0,0.0,2015,2014.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,120.0,120.0,1.0,0.0,2.0
41490,971380.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,1.0,2.0,0.0,2015,2014.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,50.0,50.0,1.0,0.0,1.0
41491,1936883.0,138.0,0.0,0.0,138.0,0.0,0.0,0.0,2.0,2.0,0.0,2016,2015.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,138.0,138.0,1.0,1.0,1.0
42162,257284.0,64.0,64.0,16.0,8.0,24.0,16.0,0.0,2.0,1.0,26.0,2007,2006.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,500000.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,64.0,64.0,1.0,0.0,2.0
42175,334221.0,76.0,76.0,0.0,13.0,40.0,16.0,7.0,2.0,1.0,31.0,2007,2006.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,500000.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,76.0,76.0,1.0,0.0,2.0
42184,105002.0,24.0,24.0,0.0,24.0,0.0,0.0,0.0,2.0,1.0,24.0,2008,2006.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,500000.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,24.0,24.0,1.0,0.0,1.0
42213,66508.0,16.0,16.0,0.0,16.0,0.0,0.0,0.0,2.0,1.0,8.0,2008,2007.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,249439.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,16.0,16.0,1.0,0.0,1.0
42222,609597.0,89.0,89.0,0.0,17.0,40.0,28.0,4.0,2.0,1.0,45.0,2009,2007.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,89.0,89.0,1.0,0.0,1.0
42225,425075.0,40.0,40.0,0.0,33.0,7.0,0.0,0.0,2.0,1.0,21.0,2009,2007.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,40.0,40.0,1.0,0.0,2.0
42226,455368.0,44.0,44.0,0.0,9.0,35.0,0.0,0.0,2.0,1.0,12.0,2009,2007.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,44.0,44.0,1.0,0.0,1.0
42239,422487.0,40.0,40.0,0.0,0.0,28.0,12.0,0.0,2.0,1.0,22.0,2010,2009.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1142285.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,40.0,40.0,1.0,0.0,1.0
42251,523827.0,42.0,42.0,0.0,0.0,14.0,28.0,0.0,2.0,1.0,21.0,2010,2009.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,600000.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,4452529.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,42.0,42.0,1.0,0.0,2.0
42280,799935.0,42.0,42.0,0.0,42.0,0.0,0.0,0.0,2.0,1.0,11.0,2010,2009.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1118042.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,42.0,42.0,1.0,0.0,2.0
42284,473975.0,40.0,40.0,0.0,2.0,38.0,0.0,0.0,2.0,1.0,20.0,2010,2009.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1562119.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,40.0,40.0,1.0,0.0,2.0
42285,711963.0,71.0,71.0,0.0,55.0,16.0,0.0,0.0,2.0,1.0,36.0,2010,2009.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,509298.0,1.0,6051686.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,71.0,71.0,1.0,0.0,1.0
42299,800000.0,72.0,72.0,0.0,48.0,24.0,0.0,0.0,2.0,1.0,18.0,2011,2009.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,865691.0,2448141.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,72.0,72.0,1.0,0.0,2.0
42303,758228.0,90.0,90.0,0.0,0.0,42.0,48.0,0.0,2.0,1.0,36.0,2011,2010.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,90.0,90.0,1.0,0.0,2.0
42305,796693.0,48.0,48.0,0.0,0.0,32.0,16.0,0.0,2.0,1.0,12.0,2011,2010.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,900000.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,48.0,48.0,1.0,0.0,2.0
42311,842156.0,48.0,48.0,0.0,0.0,16.0,32.0,0.0,2.0,1.0,12.0,2011,2010.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,900000.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,48.0,48.0,1.0,0.0,2.0
42312,653278.0,78.0,78.0,0.0,64.0,14.0,0.0,0.0,2.0,1.0,20.0,2012,2010.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,78.0,78.0,1.0,0.0,2.0
42313,850000.0,48.0,48.0,0.0,0.0,24.0,24.0,0.0,2.0,1.0,12.0,2012,2011.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,600000.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,1.0,0.0,2.0
42317,850000.0,44.0,44.0,0.0,0.0,0.0,30.0,14.0,2.0,1.0,11.0,2012,2010.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,900000.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,44.0,44.0,1.0,0.0,2.0
42319,710244.0,60.0,60.0,0.0,0.0,36.0,24.0,0.0,2.0,1.0,20.0,2012,2010.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,60.0,60.0,1.0,2.0,2.0
42320,732912.0,40.0,40.0,0.0,0.0,12.0,28.0,0.0,2.0,1.0,10.0,2012,2011.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,620000.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,40.0,40.0,1.0,0.0,2.0
42327,850000.0,39.0,39.0,0.0,0.0,4.0,31.0,4.0,2.0,1.0,10.0,2013,2012.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,400000.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,39.0,39.0,1.0,0.0,2.0
42330,674421.0,48.0,48.0,0.0,8.0,20.0,20.0,0.0,2.0,1.0,13.0,2013,2011.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,750000.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,48.0,48.0,1.0,0.0,2.0
42333,816518.0,56.0,55.0,0.0,12.0,28.0,16.0,0.0,2.0,1.0,15.0,2013,2012.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,56.0,55.0,1.0,0.0,2.0
42334,570630.0,80.0,80.0,0.0,12.0,34.0,28.0,6.0,2.0,1.0,80.0,2013,2012.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,80.0,80.0,1.0,0.0,1.0
43592,506321.0,250.0,250.0,0.0,80.0,130.0,40.0,0.0,2.0,1.0,50.0,2007,2009.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2284901.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,250.0,250.0,1.0,0.0,2.0
43622,441639.0,37.0,37.0,0.0,0.0,27.0,10.0,0.0,2.0,1.0,7.0,2008,2006.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,788229.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,37.0,37.0,1.0,0.0,1.0
43664,163854.0,100.0,100.0,0.0,91.0,9.0,0.0,0.0,2.0,1.0,11.0,2010,2009.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1235068.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,100.0,100.0,1.0,0.0,2.0
43673,211836.0,153.0,160.0,0.0,41.0,96.0,16.0,0.0,2.0,1.0,16.0,2010,2009.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1462470.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,160.0,160.0,1.0,0.0,2.0
43687,181022.0,110.0,110.0,0.0,30.0,70.0,10.0,0.0,2.0,1.0,10.0,2011,2009.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,3284274.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,110.0,110.0,1.0,0.0,2.0
43688,229568.0,128.0,128.0,0.0,4.0,124.0,0.0,0.0,2.0,1.0,13.0,2011,2009.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1321772.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,128.0,128.0,1.0,0.0,1.0
43690,600000.0,48.0,48.0,0.0,8.0,32.0,8.0,0.0,2.0,1.0,5.0,2011,2009.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1612400.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,48.0,48.0,1.0,0.0,2.0
43691,504926.0,40.0,40.0,0.0,10.0,15.0,15.0,0.0,2.0,1.0,4.0,2011,2009.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,1261275.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,40.0,40.0,1.0,0.0,2.0
43692,604387.0,48.0,48.0,0.0,8.0,20.0,20.0,0.0,2.0,1.0,10.0,2011,2009.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1522480.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,48.0,48.0,1.0,0.0,2.0
43694,113478.0,25.0,25.0,0.0,1.0,24.0,0.0,0.0,2.0,1.0,3.0,2011,2009.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,339714.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,25.0,25.0,1.0,0.0,2.0
43704,530664.0,43.0,43.0,0.0,10.0,22.0,11.0,0.0,2.0,1.0,5.0,2011,2009.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1111655.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,43.0,43.0,1.0,0.0,2.0
43707,596430.0,48.0,48.0,0.0,0.0,32.0,16.0,0.0,2.0,1.0,5.0,2011,2009.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1439582.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,48.0,48.0,1.0,0.0,2.0
46628,18109.0,68.0,68.0,0.0,32.0,26.0,10.0,0.0,2.0,1.0,3.0,2012,2012.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,300000.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,68.0,68.0,1.0,0.0,2.0
46705,92579.0,228.0,228.0,0.0,24.0,108.0,83.0,13.0,2.0,1.0,12.0,2014,2012.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2000000.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,228.0,228.0,1.0,0.0,1.0
47214,82666.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,5.0,2007,2007.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,5.0,1.0,2.0,2.0
47220,312401.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,2.0,1.0,49.0,2007,2007.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,50.0,50.0,1.0,0.0,1.0
47221,250500.0,40.0,40.0,0.0,40.0,0.0,0.0,0.0,2.0,1.0,40.0,2007,2006.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,40.0,40.0,1.0,0.0,2.0
47226,938220.0,288.0,268.0,0.0,95.0,161.0,0.0,0.0,2.0,1.0,134.0,2007,2007.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,288.0,268.0,1.0,0.0,1.0
47230,693000.0,141.0,141.0,0.0,141.0,0.0,0.0,0.0,2.0,1.0,141.0,2007,2006.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,141.0,141.0,1.0,0.0,1.0
47231,664723.0,72.0,65.0,0.0,72.0,0.0,0.0,0.0,2.0,1.0,65.0,2007,2005.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,72.0,65.0,1.0,0.0,1.0
47232,368306.0,50.0,50.0,0.0,4.0,42.0,0.0,0.0,2.0,1.0,50.0,2007,2007.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,50.0,50.0,1.0,0.0,2.0
47243,311050.0,209.0,104.0,2.0,56.0,125.0,2.0,0.0,2.0,1.0,8.0,2008,2009.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,209.0,104.0,1.0,0.0,2.0
47244,233303.0,44.0,43.0,0.0,24.0,20.0,0.0,0.0,2.0,1.0,44.0,2008,2007.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,44.0,43.0,1.0,0.0,2.0
47246,51707.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,2008,2008.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0
47250,123087.0,50.0,50.0,0.0,10.0,40.0,0.0,0.0,2.0,1.0,46.0,2008,2006.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,50.0,50.0,1.0,0.0,2.0
47251,850579.0,84.0,80.0,84.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2008,2007.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,84.0,80.0,1.0,0.0,2.0
47253,337726.0,22.0,22.0,0.0,16.0,6.0,0.0,0.0,2.0,1.0,22.0,2009,2007.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,22.0,22.0,1.0,0.0,2.0
47254,153589.0,18.0,18.0,0.0,12.0,6.0,0.0,0.0,2.0,1.0,18.0,2009,2008.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,18.0,18.0,1.0,0.0,2.0
47256,806735.0,93.0,65.0,4.0,57.0,32.0,4.0,0.0,2.0,1.0,65.0,2009,2007.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,93.0,65.0,2.0,0.0,2.0
47258,94478.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,6.0,2009,2009.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,6.0,1.0,2.0,2.0
47259,45803.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,2009,2009.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,0.0,2.0
47260,72169.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,2009,2009.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,0.0,2.0
47262,565689.0,38.0,38.0,10.0,6.0,9.0,10.0,0.0,1.0,1.0,21.0,2010,2009.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,38.0,38.0,1.0,0.0,1.0
47267,165648.0,34.0,34.0,0.0,34.0,0.0,0.0,0.0,2.0,1.0,34.0,2010,2008.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,34.0,34.0,1.0,0.0,2.0
47268,626445.0,214.0,214.0,0.0,53.0,108.0,0.0,0.0,2.0,2.0,0.0,2010,2011.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,214.0,214.0,1.0,0.0,2.0
47269,53609.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,2010,2010.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,1.0,2.0,2.0
47270,66108.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,2010,2010.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,1.0,2.0,2.0
47271,333463.0,24.0,24.0,0.0,0.0,12.0,0.0,6.0,2.0,1.0,24.0,2010,2008.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,24.0,24.0,1.0,0.0,2.0
47272,60759.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,5.0,2010,2010.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,5.0,1.0,0.0,2.0
47273,409747.0,51.0,51.0,44.0,3.0,4.0,0.0,0.0,2.0,1.0,51.0,2010,2008.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,51.0,51.0,1.0,0.0,2.0
47274,696595.0,72.0,72.0,0.0,60.0,12.0,0.0,0.0,2.0,1.0,72.0,2011,2010.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,72.0,72.0,1.0,0.0,2.0
47275,578473.0,48.0,48.0,0.0,12.0,24.0,0.0,0.0,2.0,1.0,48.0,2011,2010.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,48.0,48.0,1.0,0.0,2.0
47276,826791.0,288.0,258.0,0.0,0.0,176.0,0.0,0.0,2.0,2.0,0.0,2011,2011.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,288.0,258.0,1.0,0.0,2.0
47278,147361.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,2.0,1.0,12.0,2011,2010.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,12.0,12.0,1.0,0.0,2.0
47279,664535.0,125.0,125.0,27.0,68.0,30.0,27.0,0.0,2.0,2.0,0.0,2011,2012.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,125.0,125.0,1.0,0.0,1.0
47280,293460.0,36.0,35.0,0.0,0.0,20.0,0.0,2.0,2.0,1.0,35.0,2011,2009.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,36.0,35.0,1.0,0.0,1.0
